0.104765 -nan
0.130255 3.14451
0.143436 3.14009
0.184884 3.14118
0.201729 3.14254
0.219671 3.14291
0.243014 3.14227
0.261658 3.14368
0.28369 3.14039
0.302255 3.14209
0.340866 3.14138
0.0913829 -nan
0.12707 3.13974
0.186474 3.14358
0.177177 3.14119
0.189035 3.14118
0.218372 3.14165
0.238414 3.13953
0.253128 3.14133
0.274138 3.14243
0.306032 3.14123
0.371152 3.1421
0.0976727 -nan
0.125311 3.14031
0.157426 3.14075
0.17233 3.14207
0.198248 3.14208
0.222074 3.14098
0.23886 3.14163
0.242032 3.14189
0.291628 3.14227
0.292252 3.14184
0.325327 3.14064
0.0963045 -nan
0.127807 3.14312
0.13979 3.14308
0.153463 3.14091
0.195096 3.14163
0.203741 3.14301
0.233268 3.14123
0.246089 3.14179
0.27271 3.14131
0.284345 3.14006
0.321838 3.14207
0.10499 -nan
0.117882 3.14418
0.134422 3.14304
0.160161 3.1415
0.189617 3.14172
0.204586 3.13992
0.21866 3.14069
0.270473 3.14035
0.271042 3.14212
0.330233 3.14179
0.313783 3.14156
0.0951509 -nan
0.1433 3.14043
0.153736 3.14663
0.168126 3.14043
0.183111 3.14229
0.203229 3.14135
0.246257 3.14097
0.253773 3.14237
0.277314 3.1426
0.320005 3.14129
0.33 3.14206
0.138452 -nan
0.125676 3.141
0.139663 3.14256
0.162515 3.14242
0.209043 3.1415
0.205988 3.1415
0.21644 3.14137
0.244983 3.1418
0.271001 3.14156
0.312802 3.14197
0.312962 3.1419
0.104142 -nan
0.123212 3.1386
0.142262 3.1418
0.171368 3.14295
0.207023 3.14277
0.203672 3.14235
0.234176 3.1406
0.254721 3.14202
0.28436 3.14182
0.301408 3.14134
0.354843 3.14085
0.108411 -nan
0.124734 3.14436
0.138144 3.13958
0.166574 3.14142
0.181623 3.14157
0.214873 3.14159
0.233475 3.14226
0.264155 3.14194
0.288631 3.14256
0.317464 3.14122
0.326465 3.14127
0.101005 -nan
0.122345 3.14316
0.147325 3.14094
0.166025 3.14258
0.210269 3.14151
0.208041 3.14161
0.250533 3.14126
0.253853 3.14253
0.292281 3.14322
0.315473 3.14266
0.336414 3.14204
